Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
28,India,Tidal,Jazz,500,198,Taylor Swift,Premium
34,South Korea,Apple Music,R&B,196,392,Taylor Swift,Free
44,Japan,Deezer,EDM,453,382,Taylor Swift,Premium
14,Japan,Spotify,Pop,362,325,The Weeknd,Free
20,USA,Apple Music,Jazz,125,1,Bad Bunny,Premium
52,UK,Amazon Music,Metal,393,450,The Weeknd,Premium
25,Germany,Apple Music,Rock,413,173,Billie Eilish,Free
42,France,Deezer,R&B,295,305,Dua Lipa,Free
30,USA,Deezer,Country,274,39,Post Malone,Premium
29,France,Deezer,Jazz,138,163,Bad Bunny,Premium
32,Australia,Spotify,Metal,164,316,Post Malone,Free
24,Japan,Deezer,Hip-Hop,353,208,Billie Eilish,Free
52,Brazil,Deezer,Jazz,287,169,The Weeknd,Free
25,Canada,Amazon Music,Metal,426,68,Adele,Free
20,Germany,Apple Music,Reggae,551,356,The Weeknd,Premium
28,Brazil,Deezer,Country,45,72,Dua Lipa,Premium
55,Brazil,Amazon Music,Classical,466,39,Drake,Premium
37,Japan,Spotify,Hip-Hop,111,121,BTS,Premium
17,Canada,Apple Music,Classical,45,307,Ed Sheeran,Free
58,Australia,Deezer,Hip-Hop,62,460,Taylor Swift,Premium
17,USA,Deezer,Classical,286,291,Adele,Premium
23,India,YouTube,Jazz,79,284,Ed Sheeran,Premium
51,UK,Deezer,Hip-Hop,182,491,The Weeknd,Free
20,India,Amazon Music,R&B,116,480,Billie Eilish,Free
17,USA,Spotify,EDM,69,470,Ed Sheeran,Free
17,Canada,YouTube,Jazz,568,39,Taylor Swift,Premium
26,UK,Amazon Music,Rock,48,17,The Weeknd,Premium
40,Brazil,Amazon Music,Classical,215,473,BTS,Free
53,South Korea,Apple Music,Classical,600,381,Taylor Swift,Premium
45,Australia,Apple Music,Jazz,294,371,The Weeknd,Free
33,Japan,YouTube,Jazz,30,64,Dua Lipa,Free
25,Brazil,Spotify,Rock,528,33,Post Malone,Free
51,India,YouTube,Country,544,483,Dua Lipa,Premium
34,Japan,Apple Music,Reggae,444,481,Billie Eilish,Free
33,Australia,Spotify,Country,72,419,Ed Sheeran,Premium
19,France,Apple Music,Jazz,307,83,Ed Sheeran,Premium
38,Canada,Apple Music,R&B,467,331,BTS,Free
16,France,Deezer,Reggae,540,141,Bad Bunny,Free
17,Australia,YouTube,Country,240,71,Drake,Premium
45,Australia,Apple Music,Reggae,399,46,Drake,Free
16,France,Spotify,Metal,64,68,BTS,Premium
16,Japan,YouTube,R&B,346,99,Dua Lipa,Free
60,Canada,Apple Music,Pop,528,213,Taylor Swift,Free
52,Germany,Tidal,Country,242,428,Drake,Premium
15,France,Tidal,R&B,139,149,Adele,Premium
28,France,Amazon Music,Country,531,220,BTS,Free
55,Canada,Spotify,Metal,78,184,Ed Sheeran,Premium
45,Brazil,Amazon Music,Rock,307,32,Taylor Swift,Free
14,Germany,Spotify,Jazz,298,335,Billie Eilish,Premium
31,France,Spotify,Reggae,449,376,Post Malone,Free
18,India,Apple Music,Jazz,284,262,Dua Lipa,Premium
56,Canada,Deezer,Hip-Hop,244,453,Bad Bunny,Premium
18,South Korea,YouTube,Classical,538,265,Post Malone,Free
30,Brazil,Apple Music,Classical,348,175,Post Malone,Free
38,India,Deezer,Reggae,508,374,The Weeknd,Premium
21,Japan,Amazon Music,Hip-Hop,509,405,Taylor Swift,Free
19,Canada,Spotify,Metal,215,292,Post Malone,Premium
45,South Korea,Amazon Music,Reggae,556,336,Adele,Premium
59,UK,Apple Music,Jazz,100,424,Drake,Premium
28,India,Apple Music,Jazz,216,377,Ed Sheeran,Free
30,Japan,Apple Music,Reggae,351,38,Dua Lipa,Premium
15,France,Tidal,Metal,301,451,Drake,Free
37,India,Deezer,Reggae,82,364,BTS,Free
19,South Korea,YouTube,Rock,184,167,The Weeknd,Premium
54,India,Amazon Music,Rock,576,232,Drake,Premium
38,France,Amazon Music,Reggae,472,171,Post Malone,Premium
19,Japan,Deezer,Rock,106,273,BTS,Free
16,France,Tidal,Rock,395,259,BTS,Free
29,France,Deezer,Rock,458,65,The Weeknd,Premium
48,India,Tidal,Pop,475,192,BTS,Premium
49,Canada,Amazon Music,Classical,353,342,The Weeknd,Free
60,South Korea,Apple Music,Rock,259,194,Ed Sheeran,Free
56,Canada,Amazon Music,Hip-Hop,377,381,Bad Bunny,Premium
17,Japan,YouTube,Metal,31,308,Drake,Premium
60,Germany,Spotify,Pop,27,127,Adele,Premium
26,Germany,YouTube,Rock,376,230,Ed Sheeran,Premium
34,India,YouTube,Reggae,471,21,The Weeknd,Premium
40,USA,Apple Music,Reggae,298,431,Drake,Premium
56,Japan,YouTube,Classical,289,469,Dua Lipa,Free
46,France,Amazon Music,EDM,69,262,Bad Bunny,Free
18,France,Deezer,Hip-Hop,354,395,Billie Eilish,Free
53,USA,Amazon Music,Jazz,571,492,Taylor Swift,Premium
44,Australia,Amazon Music,Rock,568,309,Taylor Swift,Premium
42,Japan,Amazon Music,EDM,440,368,Taylor Swift,Free
23,Germany,YouTube,Classical,411,486,Adele,Premium
36,Japan,Apple Music,Hip-Hop,390,302,Post Malone,Free
24,Japan,Tidal,Jazz,413,399,The Weeknd,Premium
15,UK,Apple Music,Pop,401,301,Bad Bunny,Free
27,France,Amazon Music,Hip-Hop,419,286,BTS,Free
22,South Korea,Amazon Music,R&B,449,148,Post Malone,Free
37,India,Amazon Music,Classical,126,473,Dua Lipa,Free
19,Brazil,Amazon Music,EDM,283,191,Taylor Swift,Premium
43,Japan,Deezer,Country,25,351,Billie Eilish,Premium
54,Japan,Apple Music,Metal,356,413,Post Malone,Free
40,South Korea,Deezer,Rock,438,153,Billie Eilish,Free
27,Germany,Deezer,EDM,514,229,Dua Lipa,Premium
36,UK,Amazon Music,Country,590,163,Ed Sheeran,Premium
50,Canada,Tidal,R&B,421,13,Bad Bunny,Free
46,South Korea,YouTube,Hip-Hop,386,35,Ed Sheeran,Premium
42,USA,Spotify,EDM,47,403,Bad Bunny,Free
20,USA,Deezer,Jazz,389,81,BTS,Premium
31,Canada,Tidal,Rock,486,300,Drake,Premium
23,Brazil,Deezer,Reggae,466,45,Adele,Premium
50,India,Amazon Music,Jazz,347,279,Ed Sheeran,Premium
35,USA,Deezer,Classical,258,324,The Weeknd,Premium
51,Japan,YouTube,Hip-Hop,79,152,Post Malone,Premium
20,Brazil,Spotify,Metal,317,212,Dua Lipa,Premium
14,Canada,YouTube,Jazz,500,183,Drake,Premium
49,USA,YouTube,Pop,295,119,Ed Sheeran,Free
48,India,Amazon Music,Jazz,303,418,Post Malone,Free
51,France,Amazon Music,EDM,163,230,Adele,Free
28,India,Apple Music,Hip-Hop,469,141,Billie Eilish,Free
24,UK,Tidal,Metal,114,397,Post Malone,Free
49,Australia,Spotify,Hip-Hop,471,158,Billie Eilish,Free
53,India,Spotify,R&B,176,179,Drake,Free
40,Brazil,Apple Music,Classical,69,301,Post Malone,Free
42,Brazil,Apple Music,Reggae,209,101,Ed Sheeran,Premium
36,UK,Amazon Music,Classical,476,355,Adele,Premium
60,Canada,Amazon Music,Classical,478,419,Bad Bunny,Free
41,Brazil,Deezer,Country,103,69,Bad Bunny,Free
31,France,YouTube,Pop,566,15,Dua Lipa,Premium
56,France,Amazon Music,Metal,122,365,Post Malone,Premium
21,France,Tidal,R&B,314,99,Billie Eilish,Free
22,Canada,Amazon Music,EDM,361,477,Taylor Swift,Free
32,Brazil,Deezer,Classical,141,38,Ed Sheeran,Premium
14,Germany,Spotify,Classical,596,29,Billie Eilish,Premium
15,Australia,Amazon Music,Rock,344,179,Adele,Free
55,South Korea,Tidal,Metal,459,395,Post Malone,Free
24,UK,Apple Music,Country,208,72,Ed Sheeran,Premium
15,France,Tidal,Rock,131,302,The Weeknd,Premium
34,UK,Apple Music,EDM,41,80,BTS,Free
24,Canada,Apple Music,Rock,17,216,Post Malone,Premium
32,USA,YouTube,Pop,408,352,Post Malone,Premium
29,USA,Apple Music,Reggae,160,190,Bad Bunny,Free
24,USA,Deezer,Rock,288,458,Billie Eilish,Premium
17,USA,Apple Music,Metal,321,399,Adele,Free
58,Japan,Amazon Music,Country,538,21,Bad Bunny,Premium
57,Japan,Tidal,Classical,214,232,Taylor Swift,Premium
15,South Korea,Apple Music,EDM,190,456,Adele,Premium
46,South Korea,YouTube,Rock,551,114,Post Malone,Premium
16,Brazil,Tidal,Hip-Hop,15,133,BTS,Premium
36,USA,Spotify,EDM,174,189,Adele,Premium
43,Brazil,Amazon Music,Jazz,268,308,The Weeknd,Premium
27,South Korea,Deezer,Jazz,355,46,The Weeknd,Premium
53,South Korea,Spotify,Rock,513,146,The Weeknd,Free
51,India,Apple Music,EDM,444,272,Post Malone,Premium
55,India,Apple Music,Hip-Hop,586,353,Dua Lipa,Premium
25,India,Apple Music,Reggae,108,447,Billie Eilish,Premium
36,Japan,Deezer,EDM,465,295,Ed Sheeran,Premium
51,USA,Amazon Music,Classical,376,65,Post Malone,Free
33,Japan,Spotify,EDM,297,446,Billie Eilish,Free
46,Japan,Spotify,Reggae,46,214,BTS,Premium
40,Germany,Amazon Music,Rock,403,350,Drake,Free
28,USA,Apple Music,Metal,549,205,The Weeknd,Free
36,Brazil,Apple Music,Jazz,149,338,Ed Sheeran,Free
50,Japan,Amazon Music,Reggae,152,389,The Weeknd,Free
46,Japan,Amazon Music,Metal,114,67,Adele,Premium
29,Germany,Apple Music,R&B,362,206,Billie Eilish,Premium
59,Australia,Deezer,Jazz,20,227,Ed Sheeran,Premium
31,USA,YouTube,EDM,332,429,Adele,Free
31,Japan,Apple Music,Hip-Hop,284,275,Drake,Premium
39,USA,Apple Music,Jazz,17,226,Drake,Premium
57,South Korea,Tidal,R&B,238,429,Post Malone,Free
29,Canada,YouTube,Jazz,491,433,Dua Lipa,Free
49,South Korea,YouTube,Country,64,291,Taylor Swift,Premium
27,India,Deezer,Pop,352,346,Drake,Premium
27,France,Spotify,R&B,258,1,Ed Sheeran,Premium
41,USA,Deezer,Rock,143,471,BTS,Free
57,Brazil,Deezer,Jazz,578,381,Dua Lipa,Free
30,Australia,Amazon Music,Classical,107,268,Taylor Swift,Free
28,Australia,YouTube,Metal,305,208,Dua Lipa,Free
55,Canada,Amazon Music,Country,279,485,The Weeknd,Premium
40,Brazil,Tidal,Reggae,566,206,Dua Lipa,Premium
45,India,YouTube,EDM,567,23,Billie Eilish,Free
34,USA,Apple Music,Classical,86,131,Bad Bunny,Premium
33,India,YouTube,Reggae,509,81,Post Malone,Free
25,India,Amazon Music,Reggae,540,183,Drake,Premium
45,Japan,Apple Music,Country,217,64,Post Malone,Free
40,France,Spotify,Jazz,205,357,Bad Bunny,Free
31,India,Amazon Music,Classical,485,480,Dua Lipa,Premium
50,UK,YouTube,Jazz,119,397,Bad Bunny,Premium
42,Canada,Amazon Music,Jazz,152,124,Taylor Swift,Free
40,Japan,Deezer,Pop,550,228,Bad Bunny,Free
51,Japan,Spotify,Jazz,235,35,Dua Lipa,Free
15,France,Apple Music,Reggae,426,499,Billie Eilish,Premium
30,India,Apple Music,Jazz,168,235,The Weeknd,Premium
45,Brazil,Spotify,Jazz,343,229,Drake,Free
33,USA,Deezer,R&B,475,279,Bad Bunny,Premium
32,France,Apple Music,Reggae,186,266,Ed Sheeran,Premium
34,India,Spotify,Classical,48,410,The Weeknd,Free
17,South Korea,Tidal,Metal,570,207,Post Malone,Premium
37,UK,Deezer,EDM,480,237,Billie Eilish,Free
22,Canada,Tidal,Country,10,262,Drake,Premium
18,Germany,YouTube,Hip-Hop,565,91,Bad Bunny,Free
17,Brazil,Spotify,EDM,403,97,The Weeknd,Free
58,Germany,Deezer,Pop,555,274,The Weeknd,Premium
33,Brazil,Deezer,Classical,340,241,Taylor Swift,Premium
35,India,Tidal,Reggae,45,194,The Weeknd,Premium
19,Australia,YouTube,Jazz,312,72,Bad Bunny,Free
52,India,Spotify,Classical,591,163,Adele,Premium
14,Japan,Amazon Music,Pop,201,227,The Weeknd,Premium
35,USA,Deezer,Metal,107,361,Dua Lipa,Free
15,India,Apple Music,Reggae,91,495,Bad Bunny,Free
37,UK,Spotify,EDM,125,40,Ed Sheeran,Free
15,UK,Apple Music,Metal,220,415,Dua Lipa,Premium
14,France,Tidal,Country,564,37,Post Malone,Premium
19,UK,Deezer,Classical,59,123,Dua Lipa,Premium
27,South Korea,Spotify,Pop,19,9,Adele,Premium
15,Japan,Apple Music,R&B,82,16,Drake,Free
44,Australia,Spotify,Reggae,114,119,Drake,Free
53,USA,Deezer,Country,432,445,Taylor Swift,Premium
51,Japan,Amazon Music,EDM,431,26,The Weeknd,Premium
60,South Korea,Spotify,R&B,600,56,Bad Bunny,Free
28,UK,Spotify,Reggae,250,20,Post Malone,Free
38,UK,Apple Music,Reggae,302,247,The Weeknd,Free
32,UK,Amazon Music,Rock,473,496,The Weeknd,Free
47,Canada,Apple Music,Classical,391,378,Drake,Free
16,Japan,YouTube,Rock,217,60,BTS,Premium
34,USA,Deezer,R&B,428,172,Adele,Free
25,Australia,Amazon Music,Metal,549,88,BTS,Premium
49,Canada,Spotify,Jazz,222,379,BTS,Premium
27,Canada,Deezer,Country,564,226,The Weeknd,Premium
51,Brazil,Deezer,Country,102,3,The Weeknd,Premium
52,Canada,Deezer,Country,176,219,Adele,Premium
27,UK,YouTube,Metal,137,217,Drake,Free
33,Germany,YouTube,Classical,417,21,Billie Eilish,Premium
50,Germany,Apple Music,Classical,348,286,Adele,Premium
41,Japan,Spotify,Classical,395,470,Adele,Premium
25,Japan,Amazon Music,Jazz,412,431,Billie Eilish,Free
57,Canada,YouTube,Hip-Hop,138,382,Adele,Premium
59,South Korea,YouTube,Reggae,166,475,Billie Eilish,Premium
13,Australia,YouTube,EDM,593,377,Billie Eilish,Free
48,Germany,Tidal,Jazz,592,403,Bad Bunny,Free
60,USA,Spotify,Pop,563,237,Adele,Premium
48,Japan,Deezer,Pop,266,70,Taylor Swift,Premium
56,USA,Spotify,Country,169,150,Ed Sheeran,Free
15,Canada,Apple Music,Metal,26,257,Billie Eilish,Free
41,USA,YouTube,Country,261,405,Dua Lipa,Free
59,Japan,Apple Music,Jazz,536,461,Billie Eilish,Free
31,India,YouTube,Metal,334,112,Adele,Free
56,South Korea,Amazon Music,Reggae,517,404,Taylor Swift,Premium
14,Canada,Deezer,R&B,92,3,Taylor Swift,Free
20,Australia,Amazon Music,Pop,583,287,Ed Sheeran,Free
45,UK,Apple Music,R&B,410,46,BTS,Free
35,Germany,Spotify,Jazz,351,107,Dua Lipa,Free
19,UK,Apple Music,Hip-Hop,424,454,Ed Sheeran,Premium
39,Canada,Amazon Music,Classical,111,352,The Weeknd,Free
21,USA,Amazon Music,Jazz,433,421,Bad Bunny,Free
56,Australia,Tidal,Country,394,365,Drake,Free
60,South Korea,YouTube,Reggae,328,254,The Weeknd,Free
58,UK,Spotify,Hip-Hop,426,94,Taylor Swift,Premium
51,France,Apple Music,Classical,495,347,Billie Eilish,Premium
39,South Korea,Spotify,Pop,445,136,Post Malone,Free
36,India,Tidal,R&B,81,426,Drake,Premium
27,Japan,Deezer,Reggae,153,245,Adele,Premium
39,Australia,Tidal,Hip-Hop,130,480,Billie Eilish,Premium
26,Germany,Tidal,Metal,513,95,Bad Bunny,Free
48,USA,Tidal,Jazz,20,29,Taylor Swift,Free
34,Germany,Spotify,Classical,43,444,The Weeknd,Premium
37,USA,Apple Music,Reggae,113,360,Bad Bunny,Free
57,Brazil,Amazon Music,Reggae,459,445,Taylor Swift,Free
53,Australia,Tidal,Classical,29,434,Adele,Premium
13,Japan,Apple Music,Metal,133,384,Drake,Premium
57,France,YouTube,Rock,437,65,The Weeknd,Premium
21,Canada,Apple Music,Jazz,201,469,Bad Bunny,Premium
17,Japan,YouTube,Metal,155,483,Adele,Free
39,Brazil,Deezer,Classical,77,199,Dua Lipa,Free
33,UK,Spotify,R&B,203,321,Drake,Premium
38,India,Apple Music,Reggae,43,445,Taylor Swift,Free
43,France,Amazon Music,Hip-Hop,164,232,Dua Lipa,Premium
52,South Korea,Spotify,Rock,317,254,Bad Bunny,Free
30,South Korea,Amazon Music,Country,317,129,Drake,Free
51,France,Tidal,Jazz,17,371,BTS,Free
60,Brazil,Amazon Music,Hip-Hop,124,249,Taylor Swift,Premium
27,UK,Deezer,Classical,529,332,Post Malone,Premium
22,Japan,Spotify,Country,407,257,Billie Eilish,Free
48,USA,Apple Music,Reggae,174,490,The Weeknd,Premium
47,Germany,Deezer,Rock,83,30,The Weeknd,Premium
33,Canada,Tidal,Rock,110,94,Drake,Free
52,Japan,Tidal,Classical,259,482,Billie Eilish,Premium
25,Japan,Tidal,R&B,448,256,Post Malone,Free
19,France,Amazon Music,Jazz,487,180,Billie Eilish,Premium
46,France,Deezer,EDM,566,462,Billie Eilish,Free
34,Japan,Spotify,Pop,565,108,Billie Eilish,Free
30,Brazil,YouTube,Country,262,413,Dua Lipa,Free
42,Japan,Tidal,Classical,359,151,BTS,Free
36,South Korea,Spotify,Metal,47,30,Adele,Premium
23,Australia,Spotify,Reggae,368,323,Adele,Premium
44,UK,Spotify,Reggae,216,39,Bad Bunny,Free
42,Germany,Deezer,Hip-Hop,600,76,Billie Eilish,Premium
26,Canada,YouTube,Hip-Hop,201,279,BTS,Premium
50,South Korea,Spotify,Hip-Hop,143,378,Dua Lipa,Premium
20,France,Apple Music,R&B,383,195,Dua Lipa,Free
38,Australia,Amazon Music,Rock,537,462,The Weeknd,Premium
38,South Korea,Spotify,Pop,387,84,Post Malone,Premium
52,Japan,Amazon Music,Metal,19,81,The Weeknd,Premium
19,Japan,Spotify,Hip-Hop,214,411,Ed Sheeran,Free
40,Canada,Tidal,EDM,505,221,Billie Eilish,Premium
19,UK,Tidal,Classical,490,352,Adele,Free
39,Australia,Spotify,Metal,590,108,Post Malone,Premium
58,Japan,YouTube,Pop,502,372,Post Malone,Free
14,USA,Spotify,Classical,375,445,Post Malone,Premium
60,France,Amazon Music,Pop,19,387,Drake,Free
34,Germany,Spotify,Reggae,209,210,The Weeknd,Free
33,Germany,Tidal,Hip-Hop,254,175,BTS,Free
53,Australia,Apple Music,Country,559,360,The Weeknd,Premium
45,Canada,Amazon Music,R&B,431,316,The Weeknd,Premium
53,Australia,YouTube,Country,131,460,The Weeknd,Free
13,Canada,Tidal,EDM,263,177,Post Malone,Free
47,Canada,Apple Music,Rock,269,491,BTS,Premium
33,Brazil,Amazon Music,R&B,399,495,Taylor Swift,Premium
31,Australia,Tidal,Jazz,506,425,Taylor Swift,Free
35,Australia,Spotify,Classical,543,485,Ed Sheeran,Free
59,Canada,Deezer,Country,291,270,The Weeknd,Free
15,Japan,Tidal,Country,298,171,Drake,Premium
35,Canada,Deezer,Jazz,238,323,BTS,Free
50,Japan,Amazon Music,R&B,541,376,Billie Eilish,Free
19,Australia,Apple Music,Rock,122,393,Post Malone,Premium
57,Brazil,YouTube,Reggae,18,43,Drake,Premium
55,Japan,YouTube,Pop,308,75,Drake,Premium
25,Germany,Spotify,Rock,62,383,The Weeknd,Premium
49,UK,Spotify,Classical,382,4,Bad Bunny,Premium
45,Brazil,Deezer,Pop,268,295,Adele,Premium
16,Germany,Deezer,Country,365,164,BTS,Free
50,India,Deezer,Classical,390,128,Adele,Premium
47,USA,Apple Music,Reggae,167,381,Ed Sheeran,Free
20,Germany,Tidal,EDM,238,295,Ed Sheeran,Premium
27,Germany,Tidal,Jazz,366,320,Bad Bunny,Premium
15,Japan,YouTube,EDM,242,99,Adele,Premium
26,Australia,YouTube,Metal,267,188,The Weeknd,Premium
57,Canada,Deezer,Classical,398,475,The Weeknd,Premium
60,Australia,YouTube,Hip-Hop,585,226,The Weeknd,Free
56,France,Deezer,Metal,275,393,Ed Sheeran,Premium
25,Canada,Spotify,Country,291,305,Post Malone,Free
56,Canada,Amazon Music,Metal,565,65,Taylor Swift,Free
19,Australia,YouTube,R&B,446,449,Dua Lipa,Free
52,India,YouTube,Reggae,43,472,Taylor Swift,Premium
33,USA,Amazon Music,Classical,187,11,BTS,Premium
59,USA,Apple Music,Country,597,421,Adele,Free
53,USA,Amazon Music,R&B,392,285,Taylor Swift,Free
19,Brazil,Tidal,Reggae,130,217,Adele,Free
55,India,Spotify,Pop,91,214,Taylor Swift,Free
51,USA,Deezer,Rock,483,271,Dua Lipa,Free
29,India,Amazon Music,Country,148,455,Drake,Premium
55,India,Apple Music,Classical,208,117,Adele,Premium
26,Australia,Spotify,R&B,213,108,Bad Bunny,Free
54,UK,Tidal,EDM,537,115,Ed Sheeran,Premium
22,South Korea,YouTube,EDM,118,51,Drake,Free
60,Canada,YouTube,Reggae,243,326,BTS,Free
49,USA,Amazon Music,Metal,308,291,BTS,Premium
53,Brazil,Spotify,Hip-Hop,581,244,Drake,Premium
16,Japan,Deezer,Hip-Hop,120,414,Ed Sheeran,Premium
45,USA,Amazon Music,Country,363,202,BTS,Premium
17,India,Amazon Music,Hip-Hop,176,433,Billie Eilish,Premium
30,India,Tidal,Country,382,129,BTS,Premium
45,South Korea,Deezer,Metal,168,264,Adele,Free
45,Australia,Tidal,Metal,94,307,BTS,Premium
60,Japan,Apple Music,EDM,596,2,Post Malone,Free
28,UK,YouTube,Pop,429,293,Taylor Swift,Free
24,Canada,Spotify,Country,592,359,Drake,Premium
60,Japan,Deezer,Reggae,491,58,BTS,Free
18,Germany,Spotify,EDM,342,101,Billie Eilish,Free
39,Brazil,Tidal,R&B,188,53,Dua Lipa,Free
30,Australia,Spotify,Rock,118,173,The Weeknd,Premium
50,UK,Amazon Music,Pop,197,244,Billie Eilish,Free
23,Brazil,Spotify,EDM,135,378,BTS,Free
42,France,Deezer,Hip-Hop,295,111,Drake,Free
28,France,Deezer,Rock,332,320,Ed Sheeran,Premium
19,UK,Amazon Music,Jazz,270,189,The Weeknd,Premium
34,Australia,Deezer,Rock,294,471,The Weeknd,Free
22,Brazil,Tidal,R&B,585,133,Adele,Free
34,UK,Amazon Music,Pop,440,115,BTS,Free
19,South Korea,Amazon Music,Rock,152,456,Billie Eilish,Free
32,India,Apple Music,Rock,194,401,Bad Bunny,Premium
52,Germany,Apple Music,Pop,570,498,Billie Eilish,Premium
57,Brazil,YouTube,Classical,113,22,The Weeknd,Free
55,India,Deezer,Country,25,335,The Weeknd,Premium
40,Brazil,Deezer,Classical,431,299,Post Malone,Premium
15,Canada,Tidal,Reggae,407,476,Drake,Premium
59,Canada,Tidal,Hip-Hop,185,104,Bad Bunny,Premium
44,Australia,Apple Music,Rock,427,386,Dua Lipa,Free
42,Canada,Apple Music,Metal,533,494,Drake,Premium
29,Japan,YouTube,Country,571,73,BTS,Premium
29,UK,YouTube,Metal,275,231,BTS,Free
48,Canada,Tidal,Pop,303,320,Adele,Premium
60,France,Apple Music,Country,146,125,Post Malone,Premium
46,Brazil,Tidal,R&B,170,210,Billie Eilish,Premium
16,Brazil,Apple Music,Reggae,217,161,Dua Lipa,Premium
60,Japan,YouTube,Reggae,292,496,Billie Eilish,Premium
22,Canada,Tidal,Classical,346,4,Adele,Premium
23,Australia,Apple Music,Rock,508,39,Taylor Swift,Premium
56,Japan,Apple Music,Rock,240,261,Taylor Swift,Premium
34,Australia,Tidal,Hip-Hop,296,180,Adele,Premium
20,Japan,Tidal,Classical,307,266,Bad Bunny,Premium
26,Brazil,Tidal,EDM,498,102,Ed Sheeran,Free
59,Brazil,Deezer,EDM,419,373,Bad Bunny,Premium
41,Japan,Amazon Music,Jazz,585,86,Adele,Free
16,Brazil,Amazon Music,Classical,174,350,Bad Bunny,Premium
38,South Korea,Spotify,R&B,471,299,The Weeknd,Free
14,USA,Tidal,EDM,595,428,Ed Sheeran,Free
38,UK,Spotify,EDM,364,410,BTS,Free
38,Australia,Spotify,Reggae,427,395,Billie Eilish,Premium
47,UK,Deezer,Pop,66,460,Bad Bunny,Premium
57,Japan,YouTube,Jazz,293,238,BTS,Free
31,Japan,Tidal,Country,584,51,Dua Lipa,Free
20,Brazil,YouTube,Metal,417,385,Dua Lipa,Premium
31,Japan,Tidal,Reggae,572,339,Adele,Free
38,France,Tidal,Country,287,35,Drake,Premium
17,South Korea,Amazon Music,Hip-Hop,568,162,BTS,Premium
55,UK,Amazon Music,Hip-Hop,97,428,Post Malone,Premium
35,Australia,Spotify,Hip-Hop,140,196,Ed Sheeran,Free
31,Japan,Spotify,Pop,36,401,Adele,Free
53,Brazil,YouTube,Country,163,369,Adele,Premium
34,Canada,Amazon Music,Reggae,279,413,Bad Bunny,Free
50,Brazil,YouTube,Jazz,80,64,Bad Bunny,Premium
58,France,YouTube,Reggae,360,194,Billie Eilish,Premium
48,France,Spotify,Metal,74,84,Dua Lipa,Free
38,Canada,Spotify,Reggae,44,77,The Weeknd,Free
13,India,YouTube,Country,198,115,Bad Bunny,Free
43,Australia,Tidal,Pop,188,318,Taylor Swift,Premium
51,India,Deezer,Hip-Hop,512,37,BTS,Premium
59,Australia,Spotify,Pop,494,351,BTS,Premium
21,Germany,Amazon Music,EDM,394,388,Billie Eilish,Premium
18,USA,Amazon Music,Rock,576,152,The Weeknd,Free
39,Brazil,Amazon Music,Rock,132,217,Post Malone,Free
30,Germany,YouTube,Hip-Hop,471,23,Taylor Swift,Free
37,South Korea,Deezer,Classical,284,424,Dua Lipa,Free
47,France,Amazon Music,Rock,350,38,Bad Bunny,Premium
28,Canada,Apple Music,Metal,293,269,The Weeknd,Free
34,South Korea,Amazon Music,R&B,498,142,Dua Lipa,Free
